cat,value,label,next_stream,stream,strahler,topo,distance,elev_ft,area_10m2,wetland,longitude,latitude
3033,94,,96,94,4,4,13340.1851212054,4990.383,269689,,-121.928777103627,43.2891474967059
3034,94,,96,94,4,4,13330.1851208854,4989.79,269691,,-121.928653893291,43.2891490630797
3035,94,,96,94,4,4,13320.1851205654,4989.176,269735,,-121.92853068295,43.2891506293184
3036,94,,96,94,4,4,13310.1851202454,4989.176,269738,,-121.928407472602,43.289152195422
3037,94,,96,94,4,4,13271.9008477728,4989.176,269879,,-121.928037841519,43.2891568929225
3038,94,,96,94,4,4,12917.3423951997,4984.397,279367,,-121.925820053807,43.2891850523978
3039,94,,96,94,4,4,12860.7738508946,4983.318,280097,1,-121.92532721181,43.289191304116
3040,94,,96,94,4,4,12770.0631698731,4982.579,280241,1,-121.924587948623,43.2892006776412
3041,94,,96,94,4,4,12612.7839442266,4981.68,285488,,-121.92323263218,43.2892178498086
3042,94,,96,94,4,4,12602.7839439066,4981.68,285501,,-121.923109421555,43.2892194101043
3043,94,,96,94,4,4,12443.7889894527,4980.305,286265,1,-121.921877314961,43.2892350056326
3044,94,,96,94,4,4,12355.5047153802,4979.768,286315,1,-121.921630893565,43.2892381231175
3045,96,,96,94,4,3,12298.936171075,4979.768,286336,1,-121.921138050696,43.2892443564664
3046,97,,99,97,4,2,10926.2658541021,4973.525,326767,1,-121.910911538114,43.2893732107898
3047,97,,99,97,4,2,10916.2658537821,4973.525,326769,1,-121.910788326852,43.2893747575786
3048,97,,99,97,4,2,10799.697307557,4973.03,327500,1,-121.909556213877,43.2893902180381
3049,27,,66,27,1,14,22162.1868392591,5910.245,696,,-121.997771616323,43.2881591072236
3050,29,,81,29,1,11,21918.3390683474,5720.125,2172,,-121.994814659434,43.2881984781291
3051,83,,84,83,3,8,19342.4096947921,5132.778,63792,,-121.978674534926,43.2884120064358
3052,84,,91,84,3,7,18340.8663734173,5076.401,76518,1,-121.96844828994,43.2885460958677
3053,84,,91,84,3,7,18330.8663730973,5076.401,76519,1,-121.968325081891,43.2885477057303
3054,84,,91,84,3,7,18320.8663727773,5075.917,76520,1,-121.968201873835,43.2885493154579
3055,84,,91,84,3,7,18310.8663724573,5075.499,76529,1,-121.968078665772,43.2885509250504
3056,84,,91,84,3,7,18300.8663721373,5074.958,76533,1,-121.967955457703,43.2885525345078
3057,84,,91,84,3,7,18290.8663718173,5074.918,76536,1,-121.967832249627,43.2885541438302
3058,84,,91,84,3,7,18204.2978265521,5070.543,81161,1,-121.966969792911,43.2885654053051
3059,92,,94,92,3,5,13778.8857120947,4998.872,97866,,-121.932471260809,43.2890104373769
3060,94,,96,94,4,4,13296.0429841691,4989.176,269862,,-121.928282118654,43.2890637560009
3061,94,,96,94,4,4,13286.0429838491,4989.176,269876,,-121.928158908478,43.289065321832
3062,94,,96,94,4,4,12903.2002591234,4984.144,279968,,-121.925694703606,43.2890966100906
3063,94,,96,94,4,4,12874.9159869708,4983.318,280080,,-121.925448282977,43.289099735945
3064,94,,96,94,4,4,12588.6418078303,4981.68,285506,,-121.92298407528,43.2891309647736
3065,94,,96,94,4,4,12453.7889897727,4980.305,286263,1,-121.921875180979,43.2891450001201
3066,94,,96,94,4,4,12341.3625793039,4979.768,286318,1,-121.92150554943,43.2891496761378
3067,94,,96,94,4,4,12313.0783071513,4979.768,286331,1,-121.921259128366,43.2891527928075
3068,96,,97,96,4,3,12284.7940349988,4979.768,287388,1,-121.921012707276,43.2891559089369
3069,96,,97,96,4,3,12232.3676264499,4979.691,291437,1,-121.920643075592,43.2891605821181
3070,97,,99,97,4,2,10950.4079904984,4973.525,326755,1,-121.911155842721,43.2892801110903
3071,97,,99,97,4,2,10940.4079901784,4973.525,326762,1,-121.911032631656,43.2892816581469
3072,97,,99,97,4,2,10902.1237177058,4973.525,326772,1,-121.910662998423,43.2892862985064
3073,97,,99,97,4,2,10833.8394442733,4973.092,327205,1,-121.909923731785,43.2892955755785
3074,97,,99,97,4,2,10823.8394439533,4973.03,327206,1,-121.909800520656,43.2892971212844
3075,97,,99,97,4,2,10813.8394436333,4973.03,327495,1,-121.909677309522,43.2892986668552
3076,27,,66,27,1,14,22176.3289753354,5927.897,694,,-121.997892574759,43.2880674610615
3077,29,,81,29,1,11,21928.3390686674,5739.412,2131,,-121.994812416038,43.2881084740477
3078,83,,84,83,3,8,19328.2675587158,5132.596,64405,,-121.978549108428,43.2883236231023
3079,84,,91,84,3,7,18355.0085094935,5077.406,76497,1,-121.968569293954,43.2884544812657
3080,84,,91,84,3,7,18276.724235741,5074.452,76572,1,-121.96770683881,43.2884657483963
3081,84,,91,84,3,7,18238.4399632684,5072.94,81069,1,-121.967337215078,43.2884705751406
3082,84,,91,84,3,7,18228.4399629484,5072.94,81103,1,-121.967214007154,43.2884721837852
3083,84,,91,84,3,7,18218.4399626284,5072.293,81134,1,-121.967090799223,43.2884737922948
3084,92,,94,92,3,5,13793.0278481709,4998.872,97865,1,-121.932592320704,43.2889188615125
3085,94,,96,94,4,4,12889.0581230471,4984.144,280018,,-121.925569353775,43.2890081676445
3086,94,,96,94,4,4,12578.6418075104,4981.68,285715,1,-121.922981939641,43.2890409592832
3087,94,,96,94,4,4,12522.0732632053,4980.625,286210,1,-121.922489098533,43.2890471985563
3088,94,,96,94,4,4,12463.7889900927,4980.305,286259,1,-121.921873047004,43.2890549946086
3089,94,,96,94,4,4,12327.2204432276,4979.768,286325,1,-121.921380205666,43.2890612290191
3090,96,,97,96,4,3,12274.7940346788,4979.768,291421,1,-121.921010574595,43.2890659034089
3091,96,,97,96,4,3,12246.5097625262,4979.691,291429,1,-121.920764153848,43.2890690189934
3092,96,,97,96,4,3,12218.2254903737,4979.691,291463,1,-121.920517733077,43.2890721340376
3093,97,,99,97,4,2,10964.5501265746,4973.525,326743,1,-121.911276935701,43.2891885581852
3094,97,,99,97,4,2,10887.9815816295,4973.525,326778,1,-121.910537670363,43.2891978392953
3095,97,,99,97,4,2,10877.9815813095,4973.525,326784,1,-121.910414459451,43.2891993856742
3096,97,,99,97,4,2,10867.9815809895,4973.525,326785,1,-121.910291248533,43.2892009319181
3097,97,,99,97,4,2,10857.9815806695,4973.525,326788,1,-121.910168037608,43.2892024780269
3098,97,,99,97,4,2,10847.9815803495,4973.525,327202,1,-121.910044826677,43.2892040240007
3099,27,,66,27,1,14,22186.3289756554,5939.329,687,,-121.997890326748,43.287977457043
3100,29,,81,29,1,11,21942.4812047437,5757.72,2128,,-121.994933378893,43.288016831071
3101,83,,84,83,3,8,19314.1254226396,5131.883,64407,,-121.9784236823,43.2882352396296
3102,83,,84,83,3,8,19304.1254223196,5131.349,64412,,-121.978300475158,43.2882368604276
3103,83,,84,83,3,8,19090.9883305094,5117.56,66380,,-121.976082745461,43.2882660116941
3104,83,,84,83,3,8,19080.9883301894,5116.592,66474,1,-121.975959538193,43.2882676299258
3105,84,,91,84,3,7,18497.4349209224,5083.25,76353,1,-121.970168789081,43.2883435344647
3106,84,,91,84,3,7,18487.4349206023,5082.827,76354,1,-121.970045581494,43.2883451462134
3107,84,,91,84,3,7,18409.1506468498,5079.701,76481,1,-121.969183128199,43.2883564246723
3108,84,,91,84,3,7,18399.1506465298,5079.414,76484,1,-121.969059920559,43.2883580353404
3109,84,,91,84,3,7,18389.1506462098,5078.841,76487,1,-121.968936712912,43.2883596458735
3110,84,,91,84,3,7,18379.1506458898,5078.605,76492,1,-121.968813505259,43.2883612562716
3111,84,,91,84,3,7,18369.1506455698,5078.525,76493,1,-121.968690297599,43.2883628665345
3112,84,,91,84,3,7,18262.5820996647,5074.452,76574,1,-121.967581428363,43.2883773528234
3113,84,,91,84,3,7,18252.5820993447,5072.94,81060,1,-121.967458220637,43.2883789617357
3114,92,,94,92,3,5,13803.0278484909,4999.24,97861,1,-121.932590170654,43.2888288562075
3115,94,,96,94,4,4,12564.4996714341,4981.68,285717,1,-121.922856593927,43.2889525138123
3116,94,,96,94,4,4,12536.2153992815,4980.625,286193,1,-121.922610173742,43.2889556334441
3117,94,,96,94,4,4,12507.931127129,4980.625,286216,1,-121.922363753532,43.2889587525356
3118,94,,96,94,4,4,12497.931126809,4980.625,286225,1,-121.922240543418,43.2889603118788
3119,94,,96,94,4,4,12487.931126489,4980.305,286248,1,-121.922117333297,43.2889618710869
3120,94,,96,94,4,4,12477.931126169,4980.305,286253,1,-121.92199412317,43.2889634301599
3121,96,,97,96,4,3,12260.6518986025,4979.768,291426,1,-121.920885231735,43.2889774557391
3122,96,,97,96,4,3,12208.2254900537,4979.691,291475,1,-121.920515601142,43.288982128501
3123,97,,99,97,4,2,10974.5501268946,4973.576,326735,1,-121.911274817629,43.2890985524727
3124,27,,66,27,1,14,22200.4711117316,5954.562,639,,-121.998011284636,43.2878858107551
3125,29,,81,29,1,11,21952.4812050637,5767.899,2125,,-121.994931135325,43.2879268269939
3126,83,,84,83,3,8,19289.9832862433,5130.906,64413,,-121.978175049578,43.2881484766784
3127,83,,84,83,3,8,19173.4147400182,5122.091,65993,,-121.976942979572,43.2881646758538
3128,83,,84,83,3,8,19163.4147396982,5122.091,65994,,-121.976819772535,43.2881662950286
3129,83,,84,83,3,8,19153.4147393782,5119.767,66080,,-121.976696565491,43.2881679140682
